id,0
0,4.595902195019328
1,3.579578085042817
2,3.5815712730811433
3,4.672942048542906
4,3.6096680094718674
5,4.610347031045848
6,3.494263277685584
7,4.709304199512392
8,3.548607544490814
9,3.5613641648451324
10,3.5048877107323144
11,3.4876275746617695
12,3.5287054086209295
13,3.740025177669349
14,4.723902698695105
15,3.6542759379316228
16,3.6461984874844813
17,3.6991741748705707
18,4.634521020109211
19,4.787502819127925
20,3.7550018172223756
21,4.6342160477430845
22,4.782787136138251
23,3.6990571666360648
24,3.763174426708459
25,4.663469196279501
26,4.84929771565404
27,3.583559629757103
28,3.6457180027665963
29,4.858307101032757
30,4.747771715392343
31,3.5292300268388064
32,3.623742183706377
33,4.740604208842021
34,4.837946329640551
35,4.89520105552875
36,4.7079454526178175
37,4.690931784796145
38,4.752843689556766
39,3.6996402889711946
40,4.742102248275529
41,3.634593447913489
42,4.798898338641407
43,3.672629150668241
44,4.743165855328543
45,4.751643437180753
46,3.621341678954352
47,3.5903564745154153
48,3.682794948192651
49,4.73922844411425
50,3.787990042224205
51,4.8142751095995004
52,3.6163210235985517
53,3.774206469738561
54,3.6425905450478138
55,3.7933669887547543
56,4.952143623742192
57,3.742538152563186
58,3.8048281976941185
59,3.86232939183119
60,4.990711130023452
61,3.685756726084242
62,4.928494252896705
63,4.885611195030839
64,3.7295717188816835
65,3.7635405504077744
66,3.7278981670964164
67,4.857150982156736
68,3.689213652580651
69,3.702348413305282
70,3.6711167406174727
71,4.942290277162211
72,3.8020495525717815
73,3.9574831751511432
74,4.986105269959652
75,4.999240030684284
76,3.7663486651431706
77,3.811837209725879
78,3.7808520052869423
79,4.953846645140517
80,3.9609401016475525
81,3.9066690028465088
82,3.852397904045465
83,3.955977950409005
84,3.862244065316815
85,4.955820196090352
86,3.893170765638499
87,3.852493063084407
88,4.976842231023432
89,3.869448226788826
90,4.928218750143638
91,4.929833797811652
92,3.9092306493330313
93,3.8379115817348906
94,4.855260431735656
95,5.020008412059861
96,4.932512452532681
97,3.7953481601220838
98,3.8619172437551255
99,5.0745063420212855
